channel_id,video_id,video_title,video_url,views,timeScraped
11Alive,ZPD56RRM-Oc,"Burton Road fire leaves 4 people evaluated for burns, smoke inhalation",https://www.youtube.com/watch?v=ZPD56RRM-Oc,273,2025-01-09T17:01:02.911Z
11Alive,GqaPszHBlis,Fire on Burton Road NW leaves four needing medical assistance,https://www.youtube.com/watch?v=GqaPszHBlis,111,2025-01-09T17:01:02.911Z
11Alive,Cn_vhVSer94,2025 AJC Peachtree Road Race T-shirt design contest now open,https://www.youtube.com/watch?v=Cn_vhVSer94,392,2025-01-09T16:05:16.257Z
@WRAL5,3bWlGBJtTnM,Fire truck involved in crash in Knightdale,https://www.youtube.com/watch?v=3bWlGBJtTnM,353,2025-01-09T16:00:29.868Z
11Alive,PMgQa1vw0io,"Crews about to treat metro Atlanta, north Georgia roads",https://www.youtube.com/watch?v=PMgQa1vw0io,1308,2025-01-09T15:03:17.682Z
@ABC11WTVD,FkQ2dS3mDgw,Driver charged in deadly Johnston County wrong-way crash,https://www.youtube.com/watch?v=FkQ2dS3mDgw,149,2025-01-09T13:02:07.331Z
11Alive,-K1ITHG9lzM,"GDOT preps roads for snow, ice | How brine works",https://www.youtube.com/watch?v=-K1ITHG9lzM,351,2025-01-09T12:01:09.794Z
@6abcActionNews,IemCVF1SmUc,Dashcam video captures driver try to ram car off bridge in road-rage incident,https://www.youtube.com/watch?v=IemCVF1SmUc,1005,2025-01-09T12:00:25.345Z
11Alive,lUOlEIWd1j0,2025 AJC Peachtree Road Race T-shirt design contest now open,https://www.youtube.com/watch?v=lUOlEIWd1j0,215,2025-01-09T10:03:16.355Z
@WRAL5,cK8clUQEEg4,"Residents prepare for wintry mix, icy roads coming with weekend flurries",https://www.youtube.com/watch?v=cK8clUQEEg4,172,2025-01-09T10:00:37.576Z
@ABC11WTVD,vPbF1CgTRi0,Man arrested in connection with fatal crash in December,https://www.youtube.com/watch?v=vPbF1CgTRi0,285,2025-01-09T04:03:19.756Z
@wxyztvdetroit,6qBcLnwn3Dc,Crash concerns in Rose Township,https://www.youtube.com/watch?v=6qBcLnwn3Dc,1347,2025-01-09T04:02:04.240Z
11Alive,K-tWr1M2p_I,Here's how GDOT is preparing roads ahead of winter storm threat,https://www.youtube.com/watch?v=K-tWr1M2p_I,232,2025-01-09T04:01:02.051Z
@WRAL5,djG-e0gVIGY,Argument and crash sends three Carrboro-Chapel Hill schools into lockdown,https://www.youtube.com/watch?v=djG-e0gVIGY,193,2025-01-09T02:05:05.426Z
@WFRVLocal5,2MteEQhp1SY,"One dead, two injured after crash in Town of Brillion",https://www.youtube.com/watch?v=2MteEQhp1SY,32,2025-01-09T00:01:00.146Z
@6abcActionNews,yyj3izQlKOQ,Family of Uber passenger killed in New Year's Eve crash pushing for answers,https://www.youtube.com/watch?v=yyj3izQlKOQ,5166,2025-01-08T23:04:52.900Z
@6abcActionNews,sVnsiIoMBOU,Part of road collapses into sinkhole moments after SEPTA bus passes by in Hunting Park,https://www.youtube.com/watch?v=sVnsiIoMBOU,1705,2025-01-08T23:04:52.900Z
@WFRVLocal5,sbabC4D0EcE,22-year-old man identified as victim of fatal car crash in Neenah,https://www.youtube.com/watch?v=sbabC4D0EcE,116,2025-01-08T23:01:40.309Z
@WFRVLocal5,SJVh8ibhlNQ,22-year-old man identified as victim of fatal car crash in Neenah,https://www.youtube.com/watch?v=SJVh8ibhlNQ,99,2025-01-08T23:01:40.309Z
@WFRVLocal5,J7PN59Kgk_g,"Green Bay man dead, two others injured following head-on crash in Calumet County",https://www.youtube.com/watch?v=J7PN59Kgk_g,65,2025-01-08T23:01:40.309Z
11Alive,rJ-a86yUIb4,GDOT preps roads for winter weather in north Georgia,https://www.youtube.com/watch?v=rJ-a86yUIb4,167,2025-01-08T23:01:17.502Z
@wxyztvdetroit,SKteC9E9od0,"Human remains found by construction workers outside Detroit home, police say",https://www.youtube.com/watch?v=SKteC9E9od0,1488,2025-01-08T22:04:34.968Z
@News4JAX,bA4fm3-7k8s,Father who lost son to distracted driving on a mission to make Florida’s roads safer,https://www.youtube.com/watch?v=bA4fm3-7k8s,135,2025-01-08T22:04:03.172Z
@WFRVLocal5,hNzVUSloHIc,Baby saved from car crash victim's smoke-filled apartment in Neenah,https://www.youtube.com/watch?v=hNzVUSloHIc,51,2025-01-08T22:00:24.504Z
@WFRVLocal5,4iDhhw_4P1Q,"Manitowoc Police Department’s 2024 Winter Drive Sober Campaign reults in 301 traffic stops, 62 citat",https://www.youtube.com/watch?v=4iDhhw_4P1Q,39,2025-01-08T22:00:24.504Z
@WFRVLocal5,7_T5Px5wGgA,Baby saved from car crash victim's smoke-filled apartment in Neenah,https://www.youtube.com/watch?v=7_T5Px5wGgA,55,2025-01-08T22:00:24.504Z
@6abcActionNews,9sOzQf49BQc,Driver accused in DUI crash that killed Gaudreau brothers rejects plea deal,https://www.youtube.com/watch?v=9sOzQf49BQc,712,2025-01-08T17:04:37.233Z
11Alive,zoFnqvnSMWs,Brine being put out on Georgia roads ahead of possible snow,https://www.youtube.com/watch?v=zoFnqvnSMWs,426,2025-01-08T17:03:48.825Z
11Alive,M_krGqFfQhA,"GDOT preparing roads with brine ahead of possible snow in metro Atlanta, north Georgia",https://www.youtube.com/watch?v=M_krGqFfQhA,541,2025-01-08T16:02:03.952Z
@ABC13Houston,7JSBnANm29g,"3 teens dead, 3 hurt after crashing during brief chase, deputies say",https://www.youtube.com/watch?v=7JSBnANm29g,3332,2025-01-08T14:00:25.407Z
@13ONYOURSIDE,l-E-DfTCiQA,Community comes together to host fundraiser for boy killed in ATV accident,https://www.youtube.com/watch?v=l-E-DfTCiQA,177,2025-01-08T12:01:03.069Z
@WFRVLocal5,bIPL4QOlJYg,"Man in Neenah dies after crashing into a tree, 1-year-old found in 'smoke-filled' apartment",https://www.youtube.com/watch?v=bIPL4QOlJYg,68,2025-01-08T01:00:23.701Z
@6abcActionNews,eXh07NX1c8A,Winter storm forces hundreds of flight cancellations and delays,https://www.youtube.com/watch?v=eXh07NX1c8A,1158,2025-01-07T23:04:59.351Z
@wxyztvdetroit,S9maqgg-7XQ,Multi-vehicle crash closes M-8 at Joseph Campau,https://www.youtube.com/watch?v=S9maqgg-7XQ,3040,2025-01-07T23:02:49.832Z
@WFRVLocal5,5kZ2V6lQNuk,"One dead after crash in Oconto County, 1-year-old hospitalized",https://www.youtube.com/watch?v=5kZ2V6lQNuk,52,2025-01-07T23:00:42.784Z
@wxyztvdetroit,DWaRbmkjugQ,WATCH: DPD holds press conference after officer killed in off-duty crash,https://www.youtube.com/watch?v=DWaRbmkjugQ,12142,2025-01-07T17:01:05.412Z
abc15,rEJ6suhZJZ0,Phoenix police investigating deadly shootings near 27th Avenue and Indian School Road,https://www.youtube.com/watch?v=rEJ6suhZJZ0,1891,2025-01-07T17:00:44.551Z
@wxyztvdetroit,Tdnc5RLffxo,INTERVIEW: Family speaks after DPD officer dies in off-duty hit-and-run crash,https://www.youtube.com/watch?v=Tdnc5RLffxo,7890,2025-01-07T16:00:28.924Z
@ABC13Houston,EFrfDgystvs,"3 teens dead, 3 hurt after crashing during brief chase, deputies say",https://www.youtube.com/watch?v=EFrfDgystvs,4776,2025-01-07T15:01:46.307Z
@WRAL5,_Xsm7GhayT4,"North Carolina Weather: 71 Delays, 32 Cancellations at RDU; Wet Roads & Wintery Mix",https://www.youtube.com/watch?v=_Xsm7GhayT4,768,2025-01-07T14:03:14.959Z
@WRAL5,wNfmc8fA9n4,WRAL Storm Tracker: Take a look at road conditions in the Triangle Monday morning,https://www.youtube.com/watch?v=wNfmc8fA9n4,27,2025-01-07T12:03:11.321Z
11Alive,RN6coNfqitc,"People bracing for winter weather delays, cancellations at Atlanta airport",https://www.youtube.com/watch?v=RN6coNfqitc,206,2025-01-07T11:02:47.822Z
@WRAL5,tdYuJ4fLsxY,Car crashes on Wesleyan Road near Roxboro Monday morning,https://www.youtube.com/watch?v=tdYuJ4fLsxY,17,2025-01-07T09:01:18.188Z
11Alive,MoSKxoqmJLA,"1 dead, 2 injured in crash in northwest Atlanta",https://www.youtube.com/watch?v=MoSKxoqmJLA,1242,2025-01-07T04:02:26.825Z
@WRAL5,ZUdaGcBTir0,"Fire leaves 3 hospitalized, house destroyed near Murchison Road in Cumberland County",https://www.youtube.com/watch?v=ZUdaGcBTir0,17,2025-01-07T04:00:23.221Z
@WRAL5,1Hw1OzhtiiI,Man dies after Fayetteville crash submerges car in water,https://www.youtube.com/watch?v=1Hw1OzhtiiI,34,2025-01-07T02:00:29.139Z
abc15,7Mfc8z1OCvg,Pedestrians frustrated by frequent crashes near Cave Creek and Greenway roads,https://www.youtube.com/watch?v=7Mfc8z1OCvg,1119,2025-01-06T23:04:40.888Z
@News4JAX,z1jqOn6QOt4,JSO expanding traffic unit in hopes of cracking down further on illegal street racing,https://www.youtube.com/watch?v=z1jqOn6QOt4,1957,2025-01-06T23:03:39.906Z
@13ONYOURSIDE,f-hGn5lStTU,Taking a look at current West Michigan road conditions,https://www.youtube.com/watch?v=f-hGn5lStTU,449,2025-01-06T22:01:41.026Z
@13ONYOURSIDE,K77Zk32oS6o,13 Help Team helps get viewer couch after delays in delivery,https://www.youtube.com/watch?v=K77Zk32oS6o,230,2025-01-06T22:01:41.026Z
@WPLGLocal10,Lz7vxmSlNyE,Police investigating crash that left 3 hurt in Miami's Allapattah area,https://www.youtube.com/watch?v=Lz7vxmSlNyE,1760,2025-01-06T22:01:02.818Z
@WPLGLocal10,GDlCID3UtVY,Chief suspends several firefighters following crash with Brightline train,https://www.youtube.com/watch?v=GDlCID3UtVY,126978,2025-01-06T21:00:38.943Z
@WFRVLocal5,A_ddnaWLeWY,Fond du Lac County man found guilty in Verizon Store crash that injured multiple people,https://www.youtube.com/watch?v=A_ddnaWLeWY,60,2025-01-06T18:02:27.854Z
@13ONYOURSIDE,lsc63NkJySs,Neighbor recalls 'chaos' after police chase ends in fiery car crash,https://www.youtube.com/watch?v=lsc63NkJySs,1373,2025-01-06T15:03:52.483Z
@WRAL5,bSq0Q6mP_Ds,Sheriff's office: Woman killed during accidental shooting inside Moore Co. home,https://www.youtube.com/watch?v=bSq0Q6mP_Ds,228,2025-01-06T14:01:45.955Z
@News4JAX,WgJBOMbdlbk,San Pablo Road revamp finally finished after nearly 2 years of traffic headaches,https://www.youtube.com/watch?v=WgJBOMbdlbk,691,2025-01-06T12:03:37.025Z
abc15,_EOpsoQBrMk,Here's what lawyers say you should do after getting in a car crash,https://www.youtube.com/watch?v=_EOpsoQBrMk,2098,2025-01-06T12:03:25.503Z
@6abcActionNews,njfGCuYoM0w,"2 killed, 18 injured after small plane crashes through roof of Fullerton, CA building",https://www.youtube.com/watch?v=njfGCuYoM0w,6938,2025-01-06T11:00:26.226Z
@13ONYOURSIDE,Daco0ItGIas,"Car fleeing deputies crashes into other vehicle, catches fire",https://www.youtube.com/watch?v=Daco0ItGIas,563,2025-01-06T00:04:06.256Z
@fox5atlanta,KL15X70yNFA,$1.5M settlement in deadly  UGA crash | FOX 5 News,https://www.youtube.com/watch?v=KL15X70yNFA,166,2025-01-04T21:01:13.302Z
11Alive,IrNs3uYAq9A,"Jimmy Carter's motorcade on Highway 280, heading to Plains",https://www.youtube.com/watch?v=IrNs3uYAq9A,6971,2025-01-04T21:00:41.287Z
@fox5atlanta,UaI-d7IQl14,Deadly wrong-way crashes increasing in metro Atlanta | FOX 5 News,https://www.youtube.com/watch?v=UaI-d7IQl14,2356,2025-01-04T19:01:43.750Z
@WPLGLocal10,djZ7jE3CzS8,"Video captures small plane crashing into roof of Southern California factory, killing 2 people",https://www.youtube.com/watch?v=djZ7jE3CzS8,1662,2025-01-04T16:04:27.229Z
11Alive,1KIVQ7Uf-7s,Suspect crashes into Men's Warehouse at end of chase in Douglasville,https://www.youtube.com/watch?v=1KIVQ7Uf-7s,1795,2025-01-04T16:04:05.030Z
@WPLGLocal10,gWdPOH5HEvI,Family grieving after road ranger killed in New Year's Day crash,https://www.youtube.com/watch?v=gWdPOH5HEvI,725,2025-01-04T04:01:55.745Z
@WRAL5,UEMAqEtoN78,"Three people hurt, including child, in crash along Tarboro Street in Raleigh",https://www.youtube.com/watch?v=UEMAqEtoN78,36,2025-01-04T02:00:28.216Z
@ABC11WTVD,pYbmR6rVfwM,Duke hospital works to reopen ambulance traffic soon after ED flooding,https://www.youtube.com/watch?v=pYbmR6rVfwM,555,2025-01-04T01:04:59.136Z
@WPLGLocal10,hy4UEo_5bu0,Family mourns fallen road ranger,https://www.youtube.com/watch?v=hy4UEo_5bu0,334,2025-01-03T23:01:31.818Z
@WRAL5,NET2-kD7ZDQ,Three people hurt in shooting on Guess Road in Durham,https://www.youtube.com/watch?v=NET2-kD7ZDQ,96,2025-01-03T14:04:38.124Z
@WPLGLocal10,aMHVaELixP4,Road ranger's family mourns his on-duty death on I-95,https://www.youtube.com/watch?v=aMHVaELixP4,429,2025-01-03T13:05:19.635Z
@WFRVLocal5,4Qv4inpFqMs,Brewers reach deal with FanDuel Sports Network for broadcasting in 2025,https://www.youtube.com/watch?v=4Qv4inpFqMs,66,2025-01-03T12:04:42.912Z
@WRAL5,5NJlGTGHggw,Car crashes into home during apparent street racing,https://www.youtube.com/watch?v=5NJlGTGHggw,113,2025-01-03T12:01:18.025Z
11Alive,WUGb6Fxbn0w,DeKalb PD receives grant to make roads safer,https://www.youtube.com/watch?v=WUGb6Fxbn0w,888,2025-01-03T12:00:28.144Z
@WFRVLocal5,KIx2DA2v6-c,I-41 blocked by a crash and a fire New Year's morning,https://www.youtube.com/watch?v=KIx2DA2v6-c,131,2025-01-03T11:03:11.707Z
abc15,N6CTMnSo_uw,WB I-10 reopens near 67th Avenue after rollover crash early Wednesday morning,https://www.youtube.com/watch?v=N6CTMnSo_uw,805,2025-01-03T05:05:04.841Z
@WPLGLocal10,d2TOTx2njlA,Road ranger killed in multi-vehicle crash on I-95 near Hollywood Boulevard exit,https://www.youtube.com/watch?v=d2TOTx2njlA,4007,2025-01-02T23:04:35.707Z
abc15,2Aabc2qdpuY,"Man, juvenile injured in shooting near I-10 and Queen Creek Road",https://www.youtube.com/watch?v=2Aabc2qdpuY,659,2025-01-02T23:01:40.244Z
@wxyztvdetroit,szHJ_RkvzHk,Staying safe on the roads on New Year's Eve,https://www.youtube.com/watch?v=szHJ_RkvzHk,259,2025-01-02T22:03:20.241Z
@13ONYOURSIDE,lYT2CjRokZk,NB US-131 reopened near Dorr following semi-truck crash into 144th Avenue bridge,https://www.youtube.com/watch?v=lYT2CjRokZk,815,2025-01-02T22:00:27.128Z
@WRAL5,BjmV3iwLRaU,Arrest made in I-540 wrong-way crash,https://www.youtube.com/watch?v=BjmV3iwLRaU,21,2025-01-02T20:00:44.409Z
@WRAL5,uI3IwIPcDCQ,Cooper commutes 15 death row inmates' sentences on last day as governor,https://www.youtube.com/watch?v=uI3IwIPcDCQ,345,2025-01-02T19:02:38.390Z
@WRAL5,-0Zd1OaftS0,1 dead from Johnston County ATV crash,https://www.youtube.com/watch?v=-0Zd1OaftS0,129,2025-01-02T19:02:38.390Z
@WRAL5,WuiPThuX4oE,"Durham road closed after fatal crash, power lines fall",https://www.youtube.com/watch?v=WuiPThuX4oE,139,2025-01-02T19:02:38.390Z
@WPLGLocal10,yh2uDrTQYEM,Road ranger killed in early morning crash along I-95 in Hollywood,https://www.youtube.com/watch?v=yh2uDrTQYEM,8069,2025-01-02T19:01:46.536Z
@ABC11WTVD,QN-Jhc9m5os,Search for answers after 179 killed in South Korea plane crash,https://www.youtube.com/watch?v=QN-Jhc9m5os,2749,2025-01-02T18:04:54.743Z
@News4JAX,BF4QscQbNCY,New Year's Road Safety: Travel safety a main focus as we head into 2025,https://www.youtube.com/watch?v=BF4QscQbNCY,170,2025-01-02T17:03:25.278Z
@WPLGLocal10,utqiYkmFxjo,Southbound lanes of Interstate 95 at Pembroke Road shut down following crash,https://www.youtube.com/watch?v=utqiYkmFxjo,1220,2025-01-02T17:01:55.133Z
@13ONYOURSIDE,1B4hcmBoeZQ,Investigation launched after Vicksburg pilot crashes plane near Cincinnati,https://www.youtube.com/watch?v=1B4hcmBoeZQ,211,2025-01-02T17:01:35.269Z
@ABC11WTVD,5Mao3Zx-B9w,Holiday travel: what to expect after storms cause flight delays,https://www.youtube.com/watch?v=5Mao3Zx-B9w,105,2025-01-02T17:00:46.028Z
@WRAL5,m413WMoBl2k,One person killed in single-vehicle crash; Driver arrested for DWI in Durham,https://www.youtube.com/watch?v=m413WMoBl2k,57,2025-01-02T15:00:28.543Z
@WRAL5,BNSGHCdErUw,One man killed in overnight crash; Driver arrested for DWI in Durham,https://www.youtube.com/watch?v=BNSGHCdErUw,803,2025-01-02T15:00:28.543Z
@News4JAX,trlKvEkpfi8,Man shot during possible argument dies after crashing into Durkeeville home,https://www.youtube.com/watch?v=trlKvEkpfi8,4013,2025-01-02T14:05:00.829Z
@WRAL5,b-p2FzabkCc,Sky 5 flies over crash on I-40 near Fayetteville Road in Durham,https://www.youtube.com/watch?v=b-p2FzabkCc,199,2025-01-02T14:01:52.932Z
@ABC11WTVD,v15KPMXftyU,"179 dead, 2 rescued after plane crashes while landing in South Korea",https://www.youtube.com/watch?v=v15KPMXftyU,4050,2025-01-02T14:01:02.530Z
@wxyztvdetroit,xTwFh-75F3Q,Slick roads for New Year's Eve?,https://www.youtube.com/watch?v=xTwFh-75F3Q,882,2025-01-02T13:02:49.009Z
@13ONYOURSIDE,8EKge-Jsyy8,144th Avenue Bridge 'compromised' following multi-vehicle crash on NB US-131,https://www.youtube.com/watch?v=8EKge-Jsyy8,6246,2025-01-02T12:01:44.124Z
@wxyztvdetroit,MNCsciaBg-k,Lincoln Park family describes attempted abduction in broad daylight,https://www.youtube.com/watch?v=MNCsciaBg-k,3628,2025-01-02T04:03:24.623Z
@WRAL5,TJuZJjUA7Ec,2 killed in Carrboro after hit-and-run crash,https://www.youtube.com/watch?v=TJuZJjUA7Ec,81,2025-01-02T00:04:54.846Z
@ABC11WTVD,ZoREnhksDLs,Putin apologizes to Azerbaijani leader after deadly plane crash,https://www.youtube.com/watch?v=ZoREnhksDLs,161751,2025-01-01T23:01:14.842Z
@WFRVLocal5,pkp8QewpIrY,26-year-old suffers life-threatening injuries in crash,https://www.youtube.com/watch?v=pkp8QewpIrY,19,2025-01-01T22:02:50.316Z
@6abcActionNews,uvISlXl8weg,Video shows plane crash in South Korea that left 179 people dead,https://www.youtube.com/watch?v=uvISlXl8weg,25330,2025-01-01T04:02:22.924Z
@WPLGLocal10,yX1SDUbbLkU,Mourners gather after at least 179 killed in deadly plane crash in South Korea,https://www.youtube.com/watch?v=yX1SDUbbLkU,1955,2025-01-01T03:03:35.958Z
abc15,DxWpxbDgghk,Some experiencing delays during holiday travel at Phoenix Sky Harbor,https://www.youtube.com/watch?v=DxWpxbDgghk,568,2025-01-01T00:03:03.328Z
@6abcActionNews,39ws2QVwanI,Philadelphia Mummers Parade: What you need to know about road closures ahead on New Year's Day event,https://www.youtube.com/watch?v=39ws2QVwanI,892,2024-12-31T18:04:12.040Z
@WFRVLocal5,_xQbZADTXNE,Paper Valley Model Railroad Club holds open house to celebrate railroads and share rich history with,https://www.youtube.com/watch?v=_xQbZADTXNE,138,2024-12-31T18:01:29.548Z
@ABC11WTVD,qMGsvTi0KjQ,Holiday travel surge: 3.5 million North Carolinians expected to hit the roads and skies,https://www.youtube.com/watch?v=qMGsvTi0KjQ,91,2024-12-31T17:04:19.371Z
@WPLGLocal10,PL4jg7PIhAk,15 injured after Brightline train crashes into fire truck in Delray Beach,https://www.youtube.com/watch?v=PL4jg7PIhAk,13908,2024-12-31T17:04:03.839Z
@ABC13Houston,vt1QgFzEfVs,Most drivers report smooth sailing on Houston roads on Christmas Eve,https://www.youtube.com/watch?v=vt1QgFzEfVs,873,2024-12-31T17:01:32.593Z
@ABC13Houston,Fw2rc4zQKaQ,2 roadways in Katy-area among most congested in Texas,https://www.youtube.com/watch?v=Fw2rc4zQKaQ,2523,2024-12-31T11:03:43.539Z
@6abcActionNews,8JlPu6mNZEs,"179 dead, 2 rescued after plane crashes while landing in South Korea",https://www.youtube.com/watch?v=8JlPu6mNZEs,2764,2024-12-31T04:03:15.579Z
@6abcActionNews,2EG7Z2NNL-M,"Survivors of Azerbaijan plane crash report hearing bangs, explosions during flight",https://www.youtube.com/watch?v=2EG7Z2NNL-M,13808,2024-12-31T00:03:19.334Z
